Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Age_Group
1,1,female,39.0,79.65,E67,S,Adult
1,3,female,36.0,17.4,Unknown,S,Adult
0,3,male,30.0,7.75,Unknown,Q,Adult
0,3,male,40.0,7.8958,Unknown,S,Adult
0,2,male,28.0,13.5,Unknown,S,Adult
0,3,male,30.0,8.05,Unknown,S,Adult
0,3,female,30.0,8.05,Unknown,S,Adult
0,3,male,24.0,24.15,Unknown,S,Adult
0,3,male,19.0,7.8958,Unknown,S,Adult
0,3,female,29.0,21.075,Unknown,S,Adult
0,3,male,30.0,7.2292,Unknown,C,Adult
1,3,male,32.0,7.8542,Unknown,S,Adult
1,2,male,62.0,10.5,Unknown,S,Senior
1,1,female,53.0,51.4792,C101,S,Senior
1,1,male,36.0,26.3875,E25,S,Adult
1,3,female,30.0,7.75,Unknown,Q,Adult
0,3,male,16.0,8.05,Unknown,S,Child
0,3,male,19.0,14.5,Unknown,S,Adult
1,2,female,34.0,13.0,Unknown,S,Adult
1,1,female,39.0,55.9,E44,S,Adult
0,3,female,30.0,14.4583,Unknown,C,Adult
1,3,male,32.0,7.925,Unknown,S,Adult
1,2,female,25.0,30.0,Unknown,S,Adult
1,1,female,39.0,110.8833,C68,C,Adult
0,2,male,54.0,26.0,Unknown,S,Senior
0,1,male,36.0,40.125,A10,C,Adult
0,3,male,30.0,8.7125,Unknown,C,Adult
1,1,female,18.0,79.65,E68,S,Adult
0,2,male,47.0,15.0,Unknown,S,Adult
1,1,male,60.0,79.2,B41,C,Senior
0,3,male,22.0,8.05,Unknown,S,Adult
0,3,male,30.0,8.05,Unknown,S,Adult
0,3,male,35.0,7.125,Unknown,S,Adult
1,1,female,52.0,78.2667,D20,C,Senior
0,3,male,47.0,7.25,Unknown,S,Adult
0,3,female,30.0,7.75,Unknown,Q,Adult
0,2,male,37.0,26.0,Unknown,S,Adult
0,3,male,36.0,24.15,Unknown,S,Adult
1,2,female,30.0,33.0,Unknown,S,Adult
0,3,male,49.0,0.0,Unknown,S,Adult
0,3,male,30.0,7.225,Unknown,C,Adult
1,1,male,49.0,56.9292,A20,C,Adult
1,2,female,24.0,27.0,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
0,1,male,30.0,42.4,Unknown,S,Adult
0,3,male,44.0,8.05,Unknown,S,Adult
1,1,male,35.0,26.55,Unknown,C,Adult
0,3,male,36.0,15.55,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
1,1,male,27.0,30.5,Unknown,S,Adult
1,2,female,22.0,41.5792,Unknown,C,Adult
1,1,female,40.0,153.4625,C125,S,Adult
0,3,female,39.0,31.275,Unknown,S,Adult
0,3,male,30.0,7.05,Unknown,S,Adult
1,3,female,30.0,15.5,Unknown,Q,Adult
0,3,male,30.0,7.75,Unknown,Q,Adult
0,3,male,35.0,8.05,Unknown,S,Adult
1,2,female,24.0,65.0,Unknown,S,Adult
0,3,male,34.0,14.4,Unknown,S,Adult
0,3,female,26.0,16.1,Unknown,S,Adult
1,2,female,4.0,39.0,F4,S,Infant
0,2,male,26.0,10.5,Unknown,S,Adult
0,3,male,27.0,14.4542,Unknown,C,Adult
1,1,male,42.0,52.5542,D19,S,Adult
1,3,male,20.0,15.7417,Unknown,C,Adult
0,3,male,21.0,7.8542,Unknown,S,Adult
0,3,male,21.0,16.1,Unknown,S,Adult
0,1,male,61.0,32.3208,D50,S,Senior
0,2,male,57.0,12.35,Unknown,Q,Senior
1,1,female,21.0,77.9583,D9,S,Adult
0,3,male,26.0,7.8958,Unknown,S,Adult
0,3,male,30.0,7.7333,Unknown,Q,Adult
1,1,male,80.0,30.0,A23,S,Senior
0,3,male,51.0,7.0542,Unknown,S,Senior
1,1,male,32.0,30.5,B50,C,Adult
0,1,male,30.0,0.0,Unknown,S,Adult
0,3,female,9.0,27.9,Unknown,S,Child
1,2,female,28.0,13.0,Unknown,S,Adult
0,3,male,32.0,7.925,Unknown,S,Adult
0,2,male,31.0,26.25,Unknown,S,Adult
0,3,female,41.0,39.6875,Unknown,S,Adult
0,3,male,30.0,16.1,Unknown,S,Adult
0,3,male,20.0,7.8542,Unknown,S,Adult
1,1,female,24.0,69.3,B35,C,Adult
0,3,female,2.0,27.9,Unknown,S,Infant
1,3,male,30.0,56.4958,Unknown,S,Adult
1,3,female,0.75,19.2583,Unknown,C,Infant
1,1,male,48.0,76.7292,D33,C,Adult
0,3,male,19.0,7.8958,Unknown,S,Adult
1,1,male,56.0,35.5,A26,C,Senior
0,3,male,30.0,7.55,Unknown,S,Adult
1,3,female,23.0,7.55,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
1,2,female,18.0,23.0,Unknown,S,Adult
0,3,male,21.0,8.4333,Unknown,S,Adult
1,3,female,30.0,7.8292,Unknown,Q,Adult
0,3,female,18.0,6.75,Unknown,Q,Adult
0,2,male,24.0,73.5,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
0,3,female,32.0,15.5,Unknown,Q,Adult
0,2,male,23.0,13.0,Unknown,S,Adult
0,1,male,58.0,113.275,D48,C,Senior
1,1,male,50.0,133.65,Unknown,S,Senior
0,3,male,40.0,7.225,Unknown,C,Adult
0,1,male,47.0,25.5875,E58,S,Adult
0,3,male,36.0,7.4958,Unknown,S,Adult
1,3,male,20.0,7.925,Unknown,S,Adult
0,2,male,32.0,73.5,Unknown,S,Adult
0,2,male,25.0,13.0,Unknown,S,Adult
0,3,male,30.0,7.775,Unknown,S,Adult
0,3,male,43.0,8.05,Unknown,S,Adult
1,1,female,30.0,52.0,C126,S,Adult
1,2,female,40.0,39.0,Unknown,S,Adult
0,1,male,31.0,52.0,B71,S,Adult
0,2,male,70.0,10.5,Unknown,S,Senior
1,2,male,31.0,13.0,Unknown,S,Adult
0,2,male,30.0,0.0,Unknown,S,Adult
0,3,male,18.0,7.775,Unknown,S,Adult
0,3,male,24.5,8.05,Unknown,S,Adult
1,3,female,18.0,9.8417,Unknown,S,Adult
0,3,female,43.0,46.9,Unknown,S,Adult
1,1,male,36.0,512.3292,B51 B53 B55,C,Adult
0,3,female,30.0,8.1375,Unknown,Q,Adult
1,1,male,27.0,76.7292,D49,C,Adult
0,3,male,20.0,9.225,Unknown,S,Adult
0,3,male,14.0,46.9,Unknown,S,Child
0,2,male,60.0,39.0,Unknown,S,Senior
0,2,male,25.0,41.5792,Unknown,C,Adult
0,3,male,14.0,39.6875,Unknown,S,Child
0,3,male,19.0,10.1708,Unknown,S,Adult
0,3,male,18.0,7.7958,Unknown,S,Adult
1,1,female,15.0,211.3375,B5,S,Child
1,1,male,31.0,57.0,B20,S,Adult
1,3,female,4.0,13.4167,Unknown,C,Infant
1,3,male,30.0,56.4958,Unknown,S,Adult
0,3,male,25.0,7.225,Unknown,C,Adult
0,1,male,60.0,26.55,Unknown,S,Senior
0,2,male,52.0,13.5,Unknown,S,Senior
0,3,male,44.0,8.05,Unknown,S,Adult
1,3,female,30.0,7.7333,Unknown,Q,Adult
0,1,male,49.0,110.8833,C68,C,Adult
0,3,male,42.0,7.65,F G63,S,Adult
1,1,female,18.0,227.525,C62 C64,C,Adult
1,1,male,35.0,26.2875,E24,S,Adult
0,3,female,18.0,14.4542,Unknown,C,Adult
0,3,male,25.0,7.7417,Unknown,Q,Adult
0,3,male,26.0,7.8542,Unknown,S,Adult
0,2,male,39.0,26.0,Unknown,S,Adult
1,2,female,45.0,13.5,Unknown,S,Adult
1,1,male,42.0,26.2875,E24,S,Adult
1,1,female,22.0,151.55,Unknown,S,Adult
1,3,male,30.0,15.2458,Unknown,C,Adult
1,1,female,24.0,49.5042,C90,C,Adult
0,1,male,30.0,26.55,C124,S,Adult
1,1,male,48.0,52.0,C126,S,Adult
0,3,male,29.0,9.4833,Unknown,S,Adult
0,2,male,52.0,13.0,Unknown,S,Senior
0,3,male,19.0,7.65,F G73,S,Adult
1,1,female,38.0,227.525,C45,C,Adult
1,2,female,27.0,10.5,E101,S,Adult
0,3,male,30.0,15.5,Unknown,Q,Adult
0,3,male,33.0,7.775,Unknown,S,Adult
1,2,female,6.0,33.0,Unknown,S,Child
0,3,male,17.0,7.0542,Unknown,S,Child
0,2,male,34.0,13.0,Unknown,S,Adult
0,2,male,50.0,13.0,Unknown,S,Senior
1,1,male,27.0,53.1,E8,S,Adult
0,3,male,20.0,8.6625,Unknown,S,Adult
1,2,female,30.0,21.0,Unknown,S,Adult
1,3,female,30.0,7.7375,Unknown,Q,Adult
0,2,male,25.0,26.0,Unknown,S,Adult
0,3,female,25.0,7.925,Unknown,S,Adult
1,1,female,29.0,211.3375,B5,S,Adult
0,3,male,11.0,18.7875,Unknown,C,Child
0,2,male,30.0,0.0,Unknown,S,Adult
0,2,male,23.0,13.0,Unknown,S,Adult
0,2,male,23.0,13.0,Unknown,S,Adult
0,3,male,28.5,16.1,Unknown,S,Adult
0,3,female,48.0,34.375,Unknown,S,Adult
1,1,male,35.0,512.3292,B101,C,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
1,1,male,30.0,30.0,D45,S,Adult
0,1,male,36.0,78.85,C46,S,Adult
1,1,female,21.0,262.375,B57 B59 B63 B66,C,Adult
0,3,male,24.0,16.1,Unknown,S,Adult
1,3,male,31.0,7.925,Unknown,S,Adult
0,1,male,70.0,71.0,B22,S,Senior
0,3,male,16.0,20.25,Unknown,S,Child
1,2,female,30.0,13.0,Unknown,S,Adult
0,1,male,19.0,53.1,D30,S,Adult
0,3,male,31.0,7.75,Unknown,Q,Adult
1,2,female,4.0,23.0,Unknown,S,Infant
1,3,male,6.0,12.475,E121,S,Child
0,3,male,33.0,9.5,Unknown,S,Adult
0,3,male,23.0,7.8958,Unknown,S,Adult
1,2,female,48.0,65.0,Unknown,S,Adult
1,2,male,0.67,14.5,Unknown,S,Infant
0,3,male,28.0,7.7958,Unknown,S,Adult
0,2,male,18.0,11.5,Unknown,S,Adult
0,3,male,34.0,8.05,Unknown,S,Adult
1,1,female,33.0,86.5,B77,S,Adult
0,3,male,30.0,14.5,Unknown,S,Adult
0,3,male,41.0,7.125,Unknown,S,Adult
1,3,male,20.0,7.2292,Unknown,C,Adult
1,1,female,36.0,120.0,B96 B98,S,Adult
0,3,male,16.0,7.775,Unknown,S,Child
1,1,female,51.0,77.9583,D11,S,Senior
0,1,male,30.0,39.6,Unknown,C,Adult
0,3,female,30.5,7.75,Unknown,Q,Adult
0,3,male,30.0,24.15,Unknown,Q,Adult
0,3,male,32.0,8.3625,Unknown,S,Adult
0,3,male,24.0,9.5,Unknown,S,Adult
0,3,male,48.0,7.8542,Unknown,S,Adult
0,2,female,57.0,10.5,E77,S,Senior
0,3,male,30.0,7.225,Unknown,C,Adult
1,2,female,54.0,23.0,Unknown,S,Senior
0,3,male,18.0,7.75,Unknown,S,Adult
0,3,male,30.0,7.75,F38,Q,Adult
1,3,female,5.0,12.475,Unknown,S,Infant
0,3,male,30.0,7.7375,Unknown,Q,Adult
1,1,female,43.0,211.3375,B3,S,Adult
1,3,female,13.0,7.2292,Unknown,C,Child
1,1,female,17.0,57.0,B20,S,Child
0,1,male,29.0,30.0,D6,S,Adult
0,3,male,30.0,23.45,Unknown,S,Adult
0,3,male,25.0,7.05,Unknown,S,Adult
0,3,male,25.0,7.25,Unknown,S,Adult
1,3,female,18.0,7.4958,Unknown,S,Adult
0,3,male,8.0,29.125,Unknown,Q,Child
1,3,male,1.0,20.575,Unknown,S,Infant
0,1,male,46.0,79.2,B82 B84,C,Adult
0,3,male,30.0,7.75,Unknown,Q,Adult
0,2,male,16.0,26.0,Unknown,S,Child
0,3,female,30.0,69.55,Unknown,S,Adult
0,1,male,30.0,30.6958,Unknown,C,Adult
0,3,male,25.0,7.8958,Unknown,S,Adult
0,2,male,39.0,13.0,Unknown,S,Adult
1,1,female,49.0,25.9292,D17,S,Adult
1,3,female,31.0,8.6833,Unknown,S,Adult
0,3,male,30.0,7.2292,Unknown,C,Adult
0,3,female,30.0,24.15,Unknown,S,Adult
0,2,male,34.0,13.0,Unknown,S,Adult
1,2,female,31.0,26.25,Unknown,S,Adult
1,1,male,11.0,120.0,B96 B98,S,Child
1,3,male,0.42,8.5167,Unknown,C,Infant
1,3,male,27.0,6.975,Unknown,S,Adult
0,3,male,31.0,7.775,Unknown,S,Adult
0,1,male,39.0,0.0,A36,S,Adult
0,3,female,18.0,7.775,Unknown,S,Adult
0,2,male,39.0,13.0,Unknown,S,Adult
1,1,female,33.0,53.1,E8,S,Adult
0,3,male,26.0,7.8875,Unknown,S,Adult
0,3,male,39.0,24.15,Unknown,S,Adult
0,2,male,35.0,10.5,Unknown,S,Adult
0,3,female,6.0,31.275,Unknown,S,Child
0,3,male,30.5,8.05,Unknown,S,Adult
0,1,male,30.0,0.0,B102,S,Adult
0,3,female,23.0,7.925,Unknown,S,Adult
0,2,male,31.0,37.0042,Unknown,C,Adult
0,3,male,43.0,6.45,Unknown,S,Adult
0,3,male,10.0,27.9,Unknown,S,Child
1,1,female,52.0,93.5,B69,S,Senior
1,3,male,27.0,8.6625,Unknown,S,Adult
0,1,male,38.0,0.0,Unknown,S,Adult
1,3,female,27.0,12.475,E121,S,Adult
0,3,male,2.0,39.6875,Unknown,S,Infant
0,3,male,30.0,6.95,Unknown,Q,Adult
0,3,male,30.0,56.4958,Unknown,S,Adult
1,2,male,1.0,37.0042,Unknown,C,Infant
1,3,male,30.0,7.75,Unknown,Q,Adult
1,3,female,15.0,14.4542,Unknown,C,Child
1,2,male,0.83,18.75,Unknown,S,Infant
0,3,male,30.0,7.2292,Unknown,C,Adult
0,3,male,23.0,7.8542,Unknown,S,Adult
0,3,male,18.0,8.3,Unknown,S,Adult
1,1,female,39.0,83.1583,E49,C,Adult
0,3,male,21.0,8.6625,Unknown,S,Adult
0,3,male,30.0,8.05,Unknown,S,Adult
1,3,male,32.0,56.4958,Unknown,S,Adult
1,1,male,30.0,29.7,C47,C,Adult
0,3,male,20.0,7.925,Unknown,S,Adult
0,2,male,16.0,10.5,Unknown,S,Child
1,1,female,30.0,31.0,Unknown,C,Adult
0,3,male,34.5,6.4375,Unknown,C,Adult
0,3,male,17.0,8.6625,Unknown,S,Child
0,3,male,42.0,7.55,Unknown,S,Adult
0,3,male,30.0,69.55,Unknown,S,Adult
0,3,male,35.0,7.8958,Unknown,C,Adult
0,2,male,28.0,33.0,Unknown,S,Adult
1,1,female,30.0,89.1042,C92,C,Adult
0,3,male,4.0,31.275,Unknown,S,Infant
0,3,male,74.0,7.775,Unknown,S,Senior
0,3,female,9.0,15.2458,Unknown,C,Child
1,1,female,16.0,39.4,D28,S,Child
0,2,female,44.0,26.0,Unknown,S,Adult
1,3,female,18.0,9.35,Unknown,S,Adult
1,1,female,45.0,164.8667,Unknown,S,Adult
1,1,male,51.0,26.55,E17,S,Senior
1,3,female,24.0,19.2583,Unknown,C,Adult
0,3,male,30.0,7.2292,Unknown,C,Adult
0,3,male,41.0,14.1083,Unknown,S,Adult
0,2,male,21.0,11.5,Unknown,S,Adult
1,1,female,48.0,25.9292,D17,S,Adult
0,3,female,30.0,69.55,Unknown,S,Adult
0,2,male,24.0,13.0,Unknown,S,Adult
1,2,female,42.0,13.0,Unknown,S,Adult
1,2,female,27.0,13.8583,Unknown,C,Adult
0,1,male,31.0,50.4958,A24,S,Adult
0,3,male,30.0,9.5,Unknown,S,Adult
1,3,male,4.0,11.1333,Unknown,S,Infant
0,3,male,26.0,7.8958,Unknown,S,Adult
1,1,female,47.0,52.5542,D35,S,Adult
0,1,male,33.0,5.0,B51 B53 B55,S,Adult
0,3,male,47.0,9.0,Unknown,S,Adult
1,2,female,28.0,24.0,Unknown,C,Adult
1,3,female,15.0,7.225,Unknown,C,Child
0,3,male,20.0,9.8458,Unknown,S,Adult
0,3,male,19.0,7.8958,Unknown,S,Adult
0,3,male,30.0,7.8958,Unknown,S,Adult
1,1,female,56.0,83.1583,C50,C,Senior
1,2,female,25.0,26.0,Unknown,S,Adult
0,3,male,33.0,7.8958,Unknown,S,Adult
0,3,female,22.0,10.5167,Unknown,S,Adult
0,2,male,28.0,10.5,Unknown,S,Adult
0,3,male,25.0,7.05,Unknown,S,Adult
0,3,female,39.0,29.125,Unknown,Q,Adult
0,2,male,27.0,13.0,Unknown,S,Adult
1,1,female,19.0,30.0,B42,S,Adult
0,3,female,30.0,23.45,Unknown,S,Adult
1,1,male,26.0,30.0,C148,C,Adult
0,3,male,32.0,7.75,Unknown,Q,Adult
